,整数位,小数位,LAMBDA
299,-5,78218259739644 ,-5.782182597
300,-5,77914645564572 ,-5.779146456
301,-5,12824742677564 ,-5.128247427
302,-5,77704984809614 ,-5.777049848
303,-5,12697461706894 ,-5.126974617
304,-5,11832667821152 ,-5.118326678
305,-5,78218259739644 ,-5.782182597
306,-5,78218259780425 ,-5.782182598
307,-5,77858459617027 ,-5.778584596
308,-8,138570062333 ,-8.001385701
309,-8,138570062333 ,-8.001385701
310,-5,77676827995591 ,-5.77676828
311,-8,138570062333 ,-8.001385701
312,-5,78497181594147 ,-5.784971816
313,-2,69629841501976 ,-2.696298415
314,-5,77858459617027 ,-5.778584596
315,-8,138570062333 ,-8.001385701
316,-5,13103577409287 ,-5.131035774
317,-5,12310701487927 ,-5.123107015
318,-5,9394537752519 ,-5.093945378
319,-4,75019045024872 ,-4.75019045
320,-5,78078291712403 ,-5.780782917
321,-1,32022686883724 ,-1.320226869
322,-8,138570062333 ,-8.001385701
323,-8,138570062333 ,-8.001385701
324,-4,3789850797006 ,-4.037898508
325,-3,72879073739942 ,-3.728790737
326,-5,13381660121863 ,-5.133816601
327,-2,91676432512925 ,-2.916764325
328,-8,138570062333 ,-8.001385701
329,-4,22538862393301 ,-4.225388624
330,-5,13381660121863 ,-5.133816601
331,-8,138570062333 ,-8.001385701
332,-2,74241748613628 ,-2.742417486
333,-8,138570062333 ,-8.001385701
334,-8,138570062333 ,-8.001385701
335,-5,76687988144612 ,-5.766879881
336,-8,138570062333 ,-8.001385701
337,-5,77858459617027 ,-5.778584596
338,-5,77914645564162 ,-5.779146456
339,-8,138570062333 ,-8.001385701
340,-1,99044147968203 ,-1.99044148
341,-8,138570062333 ,-8.001385701
342,-4,73142116754489 ,-4.731421168
343,-8,1385700621554 ,-8.013857006
344,-3,11291862180058 ,-3.112918622
345,-4,46337769309675 ,-4.463377693
346,-1,72691568903464 ,-1.726915689
347,-4,20103936619175 ,-4.201039366
348,-8,138570062333 ,-8.001385701
349,-8,138570062333 ,-8.001385701
350,-8,138570062333 ,-8.001385701
351,1,11412367274041 ,0.885876327
352,-3,69309245535449 ,-3.693092455
353,-8,13856740187355 ,-8.138567402
354,-5,11951163536503 ,-5.119511635
355,-8,138570062333 ,-8.001385701
356,-8,138570062333 ,-8.001385701
357,-4,24140735376552 ,-4.241407354
358,-8,138570062333 ,-8.001385701
359,-8,138570062333 ,-8.001385701
360,-2,27191832629935 ,-2.271918326
361,-3,89861765208071 ,-3.898617652
362,-5,77914645564572 ,-5.779146456
363,-5,77858459617027 ,-5.778584596
364,-5,78218259739644 ,-5.782182597
365,-2,70751968583751 ,-2.707519686
366,-3,7907218879455 ,-3.079072189
367,-4,73137045121112 ,-4.731370451
368,-5,77858459617027 ,-5.778584596
369,-8,138570062333 ,-8.001385701
370,-8,138570062333 ,-8.001385701
371,-5,12377273929869 ,-5.123772739
372,-8,13857006221909 ,-8.138570062
373,0,55930986014821 ,-0.55930986
374,-3,3432741759509 ,-3.034327418
375,-5,77858459617027 ,-5.778584596
376,-8,13857006233307 ,-8.138570062
377,-5,78218259739644 ,-5.782182597
378,-2,92251035754556 ,-2.922510358
379,-3,76605756607994 ,-3.766057566
380,-5,12800400907869 ,-5.128004009
381,-8,138570062333 ,-8.001385701
382,-8,138570062333 ,-8.001385701
383,-8,138570062333 ,-8.001385701
384,-8,13857006228618 ,-8.138570062
385,-8,138570062333 ,-8.001385701
386,-5,77858459617027 ,-5.778584596
387,-8,13854837275656 ,-8.138548373
388,-3,11585239226168 ,-3.115852392
389,0,138180527920827 ,-1.381805279
390,-8,138570062333 ,-8.001385701
391,-8,138570062333 ,-8.001385701
392,-8,138570062333 ,-8.001385701
393,-2,83235836171368 ,-2.832358362
394,-4,24348403552763 ,-4.243484036
395,-3,58374278924921 ,-3.583742789
396,-8,138570062333 ,-8.001385701
397,-5,1165714383013 ,-5.011657144
398,-5,77984822747984 ,-5.779848227
399,-8,138570062333 ,-8.001385701
400,-5,76551770060692 ,-5.765517701
401,-5,78078291712403 ,-5.780782917
402,-8,138570062333 ,-8.001385701
403,-5,78218259739644 ,-5.782182597
404,-4,73575029988569 ,-4.7357503
405,-5,77984822747984 ,-5.779848227
406,-5,78497181594147 ,-5.784971816
407,-5,78218259739644 ,-5.782182597
408,-5,1238007639091 ,-5.012380076
409,-5,12323866270871 ,-5.123238663
410,-5,78078291712403 ,-5.780782917
411,-5,77585936284209 ,-5.775859363
412,-4,2316468847072 ,-4.023164688
413,-5,77984822747984 ,-5.779848227
414,-1,99178817397874 ,-1.991788174
415,-5,12744269905451 ,-5.127442699
416,0,531550878415841 ,-5.315508784
417,-5,77651223270475 ,-5.776512233
418,-2,38971728320856 ,-2.389717283
419,-8,138570062333 ,-8.001385701
420,-3,3517652501662 ,-3.035176525
421,-8,13857006233307 ,-8.138570062
422,-5,11806901631893 ,-5.118069016
423,-5,78218259739644 ,-5.782182597
424,-8,13857006229882 ,-8.138570062
425,-8,138570062333 ,-8.001385701
426,-5,77984822747984 ,-5.779848227
427,-3,98816917632164 ,-3.988169176
428,-5,77651223270475 ,-5.776512233
429,-5,78078291712403 ,-5.780782917
430,-5,78218259739644 ,-5.782182597
431,-5,78218259739644 ,-5.782182597
432,-8,138570062333 ,-8.001385701
433,-2,24677625953647 ,-2.24677626
434,-5,76466283016595 ,-5.76466283
435,-5,78218259739644 ,-5.782182597
436,-4,217750026229 ,-4.0021775
437,-8,13857004051675 ,-8.138570041
438,-2,74583416838627 ,-2.745834168
439,-1,46106732212461 ,-1.461067322
440,0,729289397261199 ,-7.292893973
441,-3,16269744864901 ,-3.162697449
442,-2,75695063045784 ,-2.75695063
443,-5,78218259739644 ,-5.782182597
444,-8,138570062333 ,-8.001385701
445,-8,138570062333 ,-8.001385701
446,-4,732942496811 ,-4.007329425
447,-3,61634532503641 ,-3.616345325
448,-4,73331781835866 ,-4.733317818
449,-1,18543379826806 ,-1.185433798
450,-5,77984822747984 ,-5.779848227
451,-3,90292706327206 ,-3.902927063
452,-5,78218259739644 ,-5.782182597
453,-8,138570062333 ,-8.001385701
454,-5,77914645564572 ,-5.779146456
455,-5,78218259739644 ,-5.782182597
456,-8,138570062333 ,-8.001385701
457,-3,73847033264105 ,-3.738470333
458,-8,138570062333 ,-8.001385701
459,-5,78218259739644 ,-5.782182597
460,-4,72100724894119 ,-4.721007249
461,-4,23722959277962 ,-4.237229593
462,-4,5174654590002 ,-4.051746546
463,-1,57559685246548 ,-1.575596852
464,-4,4498142640289 ,-4.044981426
465,-5,11847376250717 ,-5.118473763
466,-4,74741441134619 ,-4.747414411
467,-8,138570062333 ,-8.001385701
468,-8,138570062333 ,-8.001385701
469,-4,4606046641187 ,-4.046060466
470,-8,138570062333 ,-8.001385701
471,-3,87588085129786 ,-3.875880851
472,-5,78078259857218 ,-5.780782599
473,-4,45920778360721 ,-4.459207784
474,-5,78497181594147 ,-5.784971816
475,-3,89806164000283 ,-3.89806164
476,-2,79306242546946 ,-2.793062425
477,-5,10885553526532 ,-5.108855535
478,-5,78497181588379 ,-5.784971816
479,-5,78218259739644 ,-5.782182597
480,-8,13857006233261 ,-8.138570062
481,-8,138570062333 ,-8.001385701
482,-1,22472975507969 ,-1.224729755
483,-5,10941112312242 ,-5.109411123
484,-2,53727506064842 ,-2.537275061
485,-5,77914645564572 ,-5.779146456
486,-8,138570062333 ,-8.001385701
487,-3,55383576603588 ,-3.553835766
488,-8,138570062333 ,-8.001385701
489,-2,89527262094368 ,-2.895272621
490,-1,10426087547818 ,-1.104260875
491,-4,24166213379975 ,-4.241662134
492,-4,46337770194932 ,-4.463377702
493,-5,77651223270475 ,-5.776512233
494,-1,75274092451997 ,-1.752740925
495,-3,42284721598544 ,-3.422847216
496,-5,12870501397431 ,-5.128705014
497,-5,78497181594147 ,-5.784971816
498,-5,12464461771233 ,-5.124644618
499,-8,138570062333 ,-8.001385701
500,-2,14793891470801 ,-2.147938915
501,-2,41780615777323 ,-2.417806158
502,-5,78218259739644 ,-5.782182597
503,-4,74741437232444 ,-4.747414372
504,-5,78218259739644 ,-5.782182597
505,-8,138570062333 ,-8.001385701
506,-5,11687857163256 ,-5.116878572
507,-5,12450611914473 ,-5.124506119
508,-8,138570062333 ,-8.001385701
509,-4,73387922253498 ,-4.733879223
510,-8,138570062333 ,-8.001385701
511,-4,74463070691721 ,-4.744630707
512,-5,77984822747984 ,-5.779848227
513,-8,13857006228619 ,-8.138570062
514,-5,77736259762985 ,-5.777362598
515,-5,78078291712403 ,-5.780782917
516,-5,12282490186747 ,-5.122824902
517,-4,73013497852577 ,-4.730134979
518,-8,1385700623322 ,-8.013857006
519,-4,73586333885111 ,-4.735863339
520,-4,44013978653131 ,-4.440139787
521,-4,3793347474742 ,-4.037933475
522,-8,13857006228618 ,-8.138570062
523,-2,3459997838806 ,-2.034599978
524,0,829388109077646 ,-8.293881091
525,-8,138570062333 ,-8.001385701
526,-5,78078291712403 ,-5.780782917
527,-4,4488150764987 ,-4.044881508
528,-8,138570062333 ,-8.001385701
529,-8,138570062333 ,-8.001385701
530,-3,5114016454022 ,-3.051140165
531,-8,138570062333 ,-8.001385701
532,-4,74438181818367 ,-4.744381818
533,-5,78078291712403 ,-5.780782917
534,-5,12229938512199 ,-5.122299385
535,-3,75125505053335 ,-3.751255051
536,-8,138570062333 ,-8.001385701
537,-1,63953711142573 ,-1.639537111
538,-4,1676893632413 ,-4.016768936
539,-3,92213092968779 ,-3.92213093
540,-5,77858459617027 ,-5.778584596
541,-8,138570062333 ,-8.001385701
542,-3,25695048641004 ,-3.256950486
543,-8,138570062333 ,-8.001385701
544,-3,86181873087879 ,-3.861818731
545,-8,1385700622628 ,-8.013857006
546,-5,78218259739644 ,-5.782182597
547,-3,65075932562693 ,-3.650759326
548,-5,77858459617027 ,-5.778584596
549,-5,13103577409843 ,-5.131035774
550,-8,138570062333 ,-8.001385701
551,-8,138570062333 ,-8.001385701
552,-3,72301580862 ,-3.000723016
553,-4,74055631874108 ,-4.740556319
554,-5,78497181594147 ,-5.784971816
555,-4,73318172166883 ,-4.733181722
556,-5,77310312018665 ,-5.77310312
557,-5,77858459617027 ,-5.778584596
558,-5,77914645564572 ,-5.779146456
559,-5,77914645564572 ,-5.779146456
560,-8,138570062333 ,-8.001385701
561,-8,138570062333 ,-8.001385701
562,-5,12215851619921 ,-5.122158516
563,-5,12684636355764 ,-5.126846364
564,-5,77914645564572 ,-5.779146456
565,-5,78497181594147 ,-5.784971816
566,-5,12870501397431 ,-5.128705014
567,-8,138570062333 ,-8.001385701
568,-1,81591720732807 ,-1.815917207
569,-5,12870501397431 ,-5.128705014
570,-4,23667881056079 ,-4.236678811
571,-5,78218259739644 ,-5.782182597
572,-5,77811609000153 ,-5.77811609
573,-2,42445539761555 ,-2.424455398
574,-5,77437996618204 ,-5.774379966
575,-8,13857006233307 ,-8.138570062
576,-5,77858459617027 ,-5.778584596
577,-5,77488300682353 ,-5.774883007
578,-5,78218259739644 ,-5.782182597
579,-4,44801457720861 ,-4.448014577
580,-4,2266234960919 ,-4.02266235
581,-5,78497149887279 ,-5.784971499
582,-8,138570062333 ,-8.001385701
583,-8,13857006233307 ,-8.138570062
584,-4,45619539833616 ,-4.456195398
585,-2,9313841292865 ,-2.093138413
586,0,701111553689894 ,-7.011115537
587,-4,7460172785188 ,-4.074601728
588,0,245736958414272 ,-2.457369584
589,-5,78218259739644 ,-5.782182597
590,-5,78218227660697 ,-5.782182277
591,-2,39823553431097 ,-2.398235534
592,-3,26798443685744 ,-3.267984437
593,-4,23331497321348 ,-4.233314973
594,-8,138570062333 ,-8.001385701
595,-5,78078291712403 ,-5.780782917
596,-4,5768392885498 ,-4.057683929
597,-5,13103577409843 ,-5.131035774
598,-8,138570062333 ,-8.001385701
599,-4,24001063513189 ,-4.240010635
600,-5,12590925788177 ,-5.125909258
601,-3,58712904148594 ,-3.587129041
602,-3,4185291400515 ,-3.041852914
603,-1,61918075377415 ,-1.619180754
604,-4,73132084327176 ,-4.731320843
605,-5,13103577409843 ,-5.131035774
606,-8,138570062333 ,-8.001385701
607,-5,12377273929869 ,-5.123772739
608,-5,12418998306892 ,-5.124189983
609,-8,138570062333 ,-8.001385701
610,-5,11363955933131 ,-5.113639559
611,-4,23529395970468 ,-4.23529396
612,-3,99131571971134 ,-3.99131572
613,-3,23971992738068 ,-3.239719927
614,-8,138570062333 ,-8.001385701
615,-5,77858459768622 ,-5.778584598
616,-4,7460172785188 ,-4.074601728
617,-5,76800617301779 ,-5.768006173
618,-5,78218259739644 ,-5.782182597
619,-5,12450611914235 ,-5.124506119
620,-5,78218259739644 ,-5.782182597
621,-5,77858459617027 ,-5.778584596
622,-3,64135346116529 ,-3.641353461
623,-2,99219929043745 ,-2.99219929
624,0,415304617954444 ,-4.15304618
625,-2,21855910647679 ,-2.218559106
626,-5,77517257413978 ,-5.775172574
627,-5,78218259739644 ,-5.782182597
628,-5,78218259739644 ,-5.782182597
629,-5,77736259762985 ,-5.777362598
630,-4,73353448041976 ,-4.73353448
631,-5,11711594986832 ,-5.11711595
632,-4,18310770225093 ,-4.183107702
633,-8,138570062333 ,-8.001385701
634,-5,78218259739644 ,-5.782182597
635,-2,88602804119489 ,-2.886028041
636,-4,45329633213856 ,-4.453296332
637,-5,77984822747984 ,-5.779848227
638,-8,13857006233307 ,-8.138570062
639,-4,44127787701532 ,-4.441277877
640,-5,77914645564572 ,-5.779146456
641,-5,78218259738816 ,-5.782182597
642,-5,77676827995591 ,-5.77676828
643,-8,138570062333 ,-8.001385701
644,-8,138570062333 ,-8.001385701
645,-4,39164018972271 ,-4.39164019
646,-4,18844668508987 ,-4.188446685
647,-8,138570062333 ,-8.001385701
648,-5,77914645564572 ,-5.779146456
649,-5,12800400907869 ,-5.128004009
650,-2,81408191768948 ,-2.814081918
651,-5,12697461706894 ,-5.126974617
652,-5,78218259739644 ,-5.782182597
653,-4,4692137085139 ,-4.046921371
654,-5,78078291712403 ,-5.780782917
655,-4,73606039082944 ,-4.736060391
656,-4,2819596396393 ,-4.028195964
657,-3,72202086011153 ,-3.72202086
658,-5,8603183799387 ,-5.086031838
659,-8,13857006233307 ,-8.138570062
660,-5,12697461706894 ,-5.126974617
661,-5,78078291712403 ,-5.780782917
662,-4,73283889615793 ,-4.732838896
663,-8,138570062333 ,-8.001385701
664,-2,55551533173755 ,-2.555515332
665,-5,77914645564572 ,-5.779146456
666,-5,12071957454959 ,-5.120719575
667,-5,78218259739644 ,-5.782182597
668,-4,6974422101849 ,-4.069744221
669,-8,138570062333 ,-8.001385701
670,-5,77914645564572 ,-5.779146456
671,-5,77532928284683 ,-5.775329283
672,-4,46105306033924 ,-4.46105306
673,-4,75019045024871 ,-4.75019045
674,-3,31412133264001 ,-3.314121333
675,-3,68265432109315 ,-3.682654321
676,-5,12256835536165 ,-5.122568355
677,-3,58181280314916 ,-3.581812803
678,-1,24587899463798 ,-1.245878995
679,-5,13103577409843 ,-5.131035774
680,-5,77858459617027 ,-5.778584596
681,-3,3903537943297 ,-3.039035379
682,-1,225566802308 ,-1.002255668
683,-4,71265682322834 ,-4.712656823
684,-2,45012544616924 ,-2.450125446
685,-4,23216522196743 ,-4.232165222
686,-2,79323262592886 ,-2.793232626
687,-8,138570062333 ,-8.001385701
688,-1,92845934122371 ,-1.928459341
689,-4,43551679752035 ,-4.435516798
690,-4,45874917642394 ,-4.458749176
691,-3,4265341735203 ,-3.042653417
692,-5,11296974443316 ,-5.112969744
693,-8,138570062333 ,-8.001385701
694,-8,138570062333 ,-8.001385701
695,-5,11314163067412 ,-5.113141631
696,-5,77811609000153 ,-5.77811609
697,-3,45352029951726 ,-3.4535203
698,-2,36062828337728 ,-2.360628283
699,-8,138570062333 ,-8.001385701
700,-2,5123025629048 ,-2.051230256
701,-1,41886933681522 ,-1.418869337
702,-3,1580776830382 ,-3.015807768
703,-5,11748703597181 ,-5.117487036
704,0,603384455341169 ,-6.033844553
705,0,9972032062571 ,-0.099720321
706,-5,78218259739644 ,-5.782182597
707,-5,12544339874314 ,-5.125443399
708,-5,12323866271246 ,-5.123238663
709,-8,138570062333 ,-8.001385701
710,-8,138570062333 ,-8.001385701
711,-4,72751113682822 ,-4.727511137
712,-1,17163025258731 ,-1.171630253
713,-5,78218259739644 ,-5.782182597
714,-2,2085656938943 ,-2.020856569
715,-1,56990198380853 ,-1.569901984
716,-5,12138306725984 ,-5.121383067
717,-5,78078291706607 ,-5.780782917
718,-5,78497181594147 ,-5.784971816
719,-1,50076887097982 ,-1.500768871
720,-5,12464461770859 ,-5.124644618
721,-8,13857006227167 ,-8.138570062
722,-5,78218259739644 ,-5.782182597
723,-5,78218259739644 ,-5.782182597
724,-5,77984822747984 ,-5.779848227
725,-5,12236559915914 ,-5.122365599
726,-3,56959459760154 ,-3.569594598
727,-5,12005188539209 ,-5.120051885
728,-4,24487519709313 ,-4.244875197
729,-3,10085176370942 ,-3.100851764
730,-8,138570062333 ,-8.001385701
731,-4,72874806711273 ,-4.728748067
732,-5,78497181594147 ,-5.784971816
733,-3,64260389855379 ,-3.642603899
734,-5,78497181594147 ,-5.784971816
735,-5,13103577409843 ,-5.131035774
736,-4,45802180660475 ,-4.458021807
737,-8,138570062333 ,-8.001385701
738,-5,13103577409843 ,-5.131035774
739,-5,77914645564572 ,-5.779146456
740,-2,82471976288722 ,-2.824719763
741,-8,138570062333 ,-8.001385701
742,-2,4412955701692 ,-2.044129557
743,-5,13381660121863 ,-5.133816601
744,-5,77426702541019 ,-5.774267025
745,-5,77811609000153 ,-5.77811609
746,-5,13103577408611 ,-5.131035774
747,-5,12870501397431 ,-5.128705014
748,-8,138570062333 ,-8.001385701
749,-5,12008702708841 ,-5.120087027
750,0,76588286451326 ,-0.765882865
751,-5,12697461706894 ,-5.126974617
752,-2,37916845222866 ,-2.379168452
753,-5,77914645564572 ,-5.779146456
754,-5,11208822671536 ,-5.112088227
755,-8,138570062333 ,-8.001385701
756,0,295456675143061 ,-2.954566751
757,-5,78218259739644 ,-5.782182597
758,-2,94319311882712 ,-2.943193119
759,-3,63988130367213 ,-3.639881304
760,-5,78497149660499 ,-5.784971497
761,-4,72469172280359 ,-4.724691723
762,0,317657907095267 ,-3.176579071
763,-4,74381996875575 ,-4.743819969
764,-5,77984822747984 ,-5.779848227
765,-8,138570062333 ,-8.001385701
766,-5,77914645564572 ,-5.779146456
767,-5,12253213340799 ,-5.122532133
768,-3,63068851907552 ,-3.630688519
769,-5,78078291712403 ,-5.780782917
770,-5,77771430857677 ,-5.777714309
771,-4,73653244189832 ,-4.736532442
772,-2,2310807831815 ,-2.023108078
773,-4,22703271826337 ,-4.227032718
774,-8,13857006229873 ,-8.138570062
775,-3,64687094663218 ,-3.646870947
776,-4,2548722177087 ,-4.025487222
777,-2,30373918025273 ,-2.30373918
778,-3,32005612261904 ,-3.320056123
779,-5,77984822747984 ,-5.779848227
780,-8,138570062333 ,-8.001385701
781,-4,71894451913079 ,-4.718944519
782,-3,12583703228088 ,-3.125837032
783,-4,74229315951615 ,-4.74229316
784,-5,77676827995591 ,-5.77676828
785,-4,42167798252459 ,-4.421677983
786,-3,2822144656244 ,-3.028221447
787,-2,98813229139011 ,-2.988132291
788,-8,138570062333 ,-8.001385701
789,-2,53315797387329 ,-2.533157974
790,-4,5717092202708 ,-4.057170922
791,-3,33350434075888 ,-3.333504341
792,-3,75351693506176 ,-3.753516935
793,-5,78218259739644 ,-5.782182597
794,-8,138570062333 ,-8.001385701
795,-4,23748546338103 ,-4.237485463
796,-8,138570062333 ,-8.001385701
797,-5,78218259739644 ,-5.782182597
798,-5,77549518118093 ,-5.775495181
799,-5,12963849387341 ,-5.129638494
800,-5,77736259500678 ,-5.777362595
801,-5,12323866270871 ,-5.123238663
802,-8,138570062333 ,-8.001385701
803,-3,58365468784423 ,-3.583654688
804,-8,138570062333 ,-8.001385701
805,-8,138570062333 ,-8.001385701
806,-2,17183684667747 ,-2.171836847
807,-1,92334734267671 ,-1.923347343
808,-5,78218259739644 ,-5.782182597
809,-1,44875914272863 ,-1.448759143
810,-3,78626423710671 ,-3.786264237
811,-4,22397733754897 ,-4.223977338
812,-1,37467004662259 ,-1.374670047
813,-1,59368009730321 ,-1.593680097
814,-5,78218259739644 ,-5.782182597
815,-5,78078291712403 ,-5.780782917
816,-1,8851736664505 ,-1.088517367
817,-3,41668771380038 ,-3.416687714
818,-1,64422127033847 ,-1.64422127
819,-5,77606069227735 ,-5.776060692
820,-5,10614519881416 ,-5.106145199
821,-5,77984822747984 ,-5.779848227
822,-4,745083362644 ,-4.007450834
823,-8,138570062333 ,-8.001385701
824,-4,3818584514709 ,-4.038185845
825,-5,78078291712403 ,-5.780782917
826,-8,13856915742676 ,-8.138569157
827,-1,69362898050754 ,-1.693628981
828,-5,78078291712403 ,-5.780782917
829,-2,2002775898974 ,-2.020027759
830,-5,11711599661053 ,-5.117115997
831,-5,78078291712403 ,-5.780782917
832,-8,138570062333 ,-8.001385701
833,-4,3494768519922 ,-4.034947685
834,-5,78078291712403 ,-5.780782917
835,-3,35358632084729 ,-3.353586321
836,-4,45502100533845 ,-4.455021005
837,-8,138570062333 ,-8.001385701
838,-8,138570062333 ,-8.001385701
839,-4,44879330909232 ,-4.448793309
840,-3,21986588033021 ,-3.21986588
841,-5,11873132398439 ,-5.118731324
842,-5,78218259739644 ,-5.782182597
843,-1,73755860467653 ,-1.737558605
844,-5,78078291712403 ,-5.780782917
845,-2,44256313731619 ,-2.442563137
846,-5,11861754414578 ,-5.118617544
847,-5,77606069227735 ,-5.776060692
848,-3,53951161359111 ,-3.539511614
849,-5,7756714159029 ,-5.077567142
850,-3,6424000572023 ,-3.064240006
851,-5,77704984809614 ,-5.777049848
852,-3,3300346943596 ,-3.033003469
853,-1,90934947105477 ,-1.909349471
854,-8,138570062333 ,-8.001385701
855,0,729111383203249 ,-7.291113832
856,-5,12450611914473 ,-5.124506119
857,-4,73498479541231 ,-4.734984795
858,-5,78218259739644 ,-5.782182597
859,-2,68145816327649 ,-2.681458163
860,-8,138570062333 ,-8.001385701
861,-1,56718088618674 ,-1.567180886
862,-5,11810027659467 ,-5.118100277
863,0,931203162713985 ,-9.312031627
864,-8,138570062333 ,-8.001385701
865,-4,5417935299876 ,-4.054179353
866,-3,61375493440781 ,-3.613754934
867,-8,138570062333 ,-8.001385701
868,-5,77811609151826 ,-5.778116092
869,-4,4466018836146 ,-4.044660188
870,-2,9219212386115 ,-2.092192124
871,-4,41740014810133 ,-4.417400148
872,-4,74438181818367 ,-4.744381818
873,-5,78078032411727 ,-5.780780324
874,-3,64188298751258 ,-3.641882988
875,-3,18080132419316 ,-3.180801324
876,-8,138570062333 ,-8.001385701
877,-2,68018565368247 ,-2.680185654
878,-5,77811609000153 ,-5.77811609
879,-4,72883452058338 ,-4.728834521
880,-1,66796503339212 ,-1.667965033
881,-5,13103577409843 ,-5.131035774
882,-4,74741441134619 ,-4.747414411
883,-8,138570062333 ,-8.001385701
884,-8,138570062333 ,-8.001385701
885,-5,77811609000153 ,-5.77811609
886,2,396085920632 ,1.996039141
887,-8,138570062333 ,-8.001385701
888,-5,78497181593411 ,-5.784971816
889,-5,77771430857677 ,-5.777714309
890,-5,11674219534394 ,-5.116742195
891,-5,78078291712402 ,-5.780782917
892,-4,2192744377312 ,-4.021927444
893,-8,138570062333 ,-8.001385701
894,-4,74741441134615 ,-4.747414411
895,-3,1322568787496 ,-3.013225688
896,-5,78218259739644 ,-5.782182597
897,-5,11304785514077 ,-5.113047855
898,-5,77627745944212 ,-5.776277459
899,-5,77984822747984 ,-5.779848227
900,-4,71484313537961 ,-4.714843135
901,-8,138570062333 ,-8.001385701
902,-4,20182606638065 ,-4.201826066
903,-4,43465717728861 ,-4.434657177
904,-5,78218259739644 ,-5.782182597
905,-3,84670633168138 ,-3.846706332
906,-5,78218259739644 ,-5.782182597
907,-8,138570062333 ,-8.001385701
908,-8,13857006233307 ,-8.138570062
909,-5,11741201578459 ,-5.117412016
910,-5,77736259762985 ,-5.777362598
911,-8,138570062333 ,-8.001385701
912,-8,138570062333 ,-8.001385701
913,-8,138570062333 ,-8.001385701
914,-8,138570062333 ,-8.001385701
915,-8,138570062333 ,-8.001385701
916,-4,72675067875293 ,-4.726750679
917,-3,63885270479379 ,-3.638852705
918,-4,75019045024796 ,-4.75019045
919,-5,78218259739644 ,-5.782182597
920,-8,138570062333 ,-8.001385701
921,0,496727300950232 ,-4.96727301
922,-8,138570062333 ,-8.001385701
923,-4,7390274522964 ,-4.073902745
924,-4,73822472699075 ,-4.738224727
925,-8,138570062333 ,-8.001385701
926,-5,78078291712403 ,-5.780782917
927,-5,77736259762985 ,-5.777362598
928,-8,138570062333 ,-8.001385701
929,-5,12590925788177 ,-5.125909258
930,-3,88314243685258 ,-3.883142437
931,-8,138570062333 ,-8.001385701
932,-5,77250907200064 ,-5.772509072
933,-3,88180462983615 ,-3.88180463
934,-8,138570062333 ,-8.001385701
935,-8,138570062333 ,-8.001385701
936,-2,97954113250827 ,-2.979541133
937,-1,33216694531982 ,-1.332166945
938,-8,138570062333 ,-8.001385701
939,-5,77858459617027 ,-5.778584596
940,-1,1386695337698 ,-1.013866953
941,-8,138570062333 ,-8.001385701
942,-5,78078291712403 ,-5.780782917
943,-3,99248951723307 ,-3.992489517
944,-3,88104940305364 ,-3.881049403
945,-5,13103577409843 ,-5.131035774
946,-5,77984822747984 ,-5.779848227
947,-3,75282611430514 ,-3.752826114
948,-8,138570062333 ,-8.001385701
949,-4,45687373588848 ,-4.456873736
950,-5,78078291712403 ,-5.780782917
951,-5,78497181594147 ,-5.784971816
952,-5,13381660145093 ,-5.133816601
953,-8,138570062333 ,-8.001385701
954,-5,12591035477716 ,-5.125910355
955,-4,22980753893059 ,-4.229807539
956,-1,36689710296482 ,-1.366897103
957,-5,78218259739644 ,-5.782182597
958,-4,45965676817757 ,-4.459656768
959,-5,983076354092 ,-5.009830764
960,-2,43771669588722 ,-2.437716696
961,-5,13381660121863 ,-5.133816601
962,-8,138570062333 ,-8.001385701
963,-1,59503282298149 ,-1.595032823
964,-5,77984822747984 ,-5.779848227
965,-4,24763580186262 ,-4.247635802
966,-5,78218259739644 ,-5.782182597
967,-8,13852898596775 ,-8.138528986
968,-8,138570062333 ,-8.001385701
969,-5,78497170721417 ,-5.784971707
970,-2,7001840663377 ,-2.070018407
971,-4,42866209534392 ,-4.428662095
972,-5,12870501397431 ,-5.128705014
973,-5,78218259739644 ,-5.782182597
974,-4,23944928065939 ,-4.239449281
975,-5,78218259739644 ,-5.782182597
976,-5,77771430857677 ,-5.777714309
977,-5,78218259739644 ,-5.782182597
978,0,31159002388493 ,-0.311590024
979,-5,77858459617027 ,-5.778584596
980,-4,75019045024953 ,-4.75019045
981,-4,45640831265516 ,-4.456408313
982,-3,27083640721601 ,-3.270836407
983,-6,41047005361113 ,-6.410470054
984,-5,8627891253572 ,-5.086278913
985,-8,76925584472074 ,-8.769255845
986,-4,27407639019425 ,-4.27407639
987,-4,39945507124923 ,-4.399455071
988,-5,8927730668844 ,-5.089277307
989,-4,53513309205043 ,-4.535133092
990,-8,76925584472074 ,-8.769255845
991,-8,76925584472074 ,-8.769255845
992,-3,70332680376283 ,-3.703326804
993,-6,41240418581976 ,-6.412404186
994,-8,76925584465947 ,-8.769255845
995,-8,76925584472074 ,-8.769255845
996,-8,76925584472074 ,-8.769255845
997,-6,41401582486746 ,-6.414015825
998,-6,41401582492584 ,-6.414015825
999,-5,37954639599821 ,-5.379546396
1000,-2,226575938465 ,-2.002265759
1001,-6,41550007624983 ,-6.415500076
1002,-6,41401582486746 ,-6.414015825
1003,-8,76925584472074 ,-8.769255845
1004,-6,41327241000995 ,-6.41327241
